Review #,Brand,Variety,Style,Country,Stars,Top Ten
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,
1175,Healtimie,Green Barley Noodle Milk Chicken Soup,Pack,Indonesia,4.25,
295,Tablemark,Soybean Paste,Bowl,Japan,4.5,
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,USA,3,
961,Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,
1669,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,
2419,MyKuali,Penang Red Tom Yum Goong,Box,Japan,5,
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,USA,2.75,
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,
679,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,
1300,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5,
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,
2511,Samyang Foods,Samyang Ramen Classic Edition,Bowl,South Korea,5,
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,
2248,Nongshim,Shin Noodle Soup,Cup,USA,5,
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,
340,Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4,
1081,Deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25,
2430,MyKuali,MeeKuali Bihun Sup Rempah Perisa Daging,Pack,Malaysia,5,
322,Unif,Shrimp Fish,Bowl,Taiwan,3.75,
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,
1639,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,
1363,Sau Tao,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,2.75,
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,
2411,Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,USA,3.75,
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,
912,Maruchan,Instant Lunch Shrimp,Cup,USA,3.75,
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,
1371,Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0,
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,
2515,Uni-President,Man Han Feast Spicy Beef Flavor Instant Noodles,Bowl,Taiwan,5,
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,2013 #10
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,
1282,Koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,2.75,
2107,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,
2414,Little Cook,Thailand Green Curry Instant Noodle,Bowl,Taiwan,5,
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5,
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4,
2409,Mama Pat's,Seafood Gumbo Flavor Instant Ramen Noodles,Pack,USA,3.5,
2246,Dream Kitchen,Soy Sauce,Cup,USA,4,
2532,Nissin,Nippon Onomichi Ramen,Bowl,Japan,4.75,
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,
2483,Paldo,Bul Jjamppong,Bowl,South Korea,5,
1024,HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,3.5,
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5,
2407,Just Way,Chuan Wei Spicy Guan-miao Noodles,Pack,Taiwan,4.5,
327,Gomex,3 Mien Mi Tom Hum Lobster,Pack,Vietnam,3.5,
2297,Chuan Wei Wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China,3,
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,
1256,Eat & Go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25,
1152,Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4,
1636,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,
1239,SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4,
1119,Ko-Lee,Taste Sensation Instant Noodles Curry Flavour,Pack,UK,3.75,
400,Nissin,Cup Noodles Seafood Curry,Cup,Hong Kong,4.25,
527,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,
1227,Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,
160,Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,
572,Maruchan,Yakisoba Tomato Basil,Tray,USA,3,
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,
345,Myojo,Charumera Shoyu,Pack,Japan,3.5,
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9
1107,Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5,
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,
434,Mi Sedaap,Kari Spesial,Pack,Indonesia,4.5,2012 #5
2442,Nissin,Cup Noodles Sopa Nissin Hot Sauce Con Camaron,Cup,Mexico,3.5,
349,Ottogi,Ramen Bokki,Bowl,South Korea,3.25,
2378,Sau Tao,Non-Fried Mix Noodle Black Pepper XO Sauce Flavoured,Pack,Hong Kong,4.5,
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,
1245,Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5,
290,Doll,Spicy Artificial Beef,Pack,Hong Kong,3,
1114,Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4,
115,Ottogi,Miso Ramyun,Pack,South Korea,2.8,
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,USA,3.5,
2123,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5,
390,Menraku,Curry Soba,Bowl,Japan,4,
198,Shirakiku,Sanukiya Somen,Bowl,Japan,4.25,
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,
1261,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,
1855,Daraz,Negi Man Ramen,Pack,Japan,3,
2408,Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,USA,3.75,
1167,Kabuto Noodles,Miso Ramen,Cup,UK,3.75,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,
85,Nissin,Demae Ramen Sesame,Pack,Japan,3.75,
1101,Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,
235,Koka,Curry,Pack,Singapore,4.25,
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,
2093,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2,
273,Wai Wai,Minced Pork Tom Yum,Pack,Thailand,2.5,
107,Ottogi,Pow Crunch Teriyaki,Pack,South Korea,1.1,
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,
413,Souper,Alimentary Paste Chow Mein,Pack,Taiwan,4.25,
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,USA,4,
1120,ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75,
578,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,2012 #7
1111,Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25,
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3,
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,
1382,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,USA,3.75,
2429,New Touch,T's Restaurant Sura Tanmen,Cup,Japan,4,
1386,Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,
859,Tradition,Imitation Chicken Vegetarian,Cup,USA,3.75,
1368,Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,2015 #1
2298,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,USA,4,
866,Master Kong,Mianba,Pack,China,4,
2106,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,
190,Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,
1249,Nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,2.75,
2134,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,4,
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,
1253,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,
1235,Nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,Hong Kong,3.75,
429,Quickchow,Chicken Mami,Pack,Philippines,3.75,
1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25,
87,Wai Wai,Tom Yum Shrimp Cream Soup,Pack,Thailand,2.75,
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,
2172,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4,
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3,
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,
2459,Nissin,Cup Noodles MUG Shoyu & Seafood,Pack,Japan,3.5,
2443,KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,3.75,
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,
378,Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,Taiwan,3.75,
749,Sapporo Ichiban,Chow Mein (New),Pack,USA,5,
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,USA,4.5,
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,
2234,Paldo,Bibim Men,Bowl,South Korea,5,
1564,A-One,M?? Ly Instant Noodles M?? Th???t X??o Pork Flavor,Cup,Vietnam,3,
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,
2278,Nissin,Raoh Tantanmen,Pack,Japan,5,
1054,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,
285,Doll,Artificial Chicken,Pack,Hong Kong,4.5,2012 #9
2543,KOKA,Curry Flavour Instant Noodles,Cup,Singapore,5,
60,Maggi,Vegetable Atta Noodles Masala,Pack,India,2,
2482,TTL,Chicken With Chinese Shaoxing Wine,Pack,Taiwan,4.75,
1045,Nissin,Chow Mein Chicken,Tray,USA,3.5,
1098,Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,
207,Sapporo Ichiban,Original Flavor,Pack,USA,3.5,
182,Myojo,Chukazanmai Soy Sauce chili Oil,Pack,Japan,3.25,
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,
891,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75,
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,
2121,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,4,
1306,Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,
2418,Myojo,Yomise No Yakisoba Karashi Mentaiko Flavor,Tray,Japan,4.5,
1214,Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5,
1166,Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5,
2294,Sapporo Ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,4,
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,
739,JML,Artificial Spicy Beef,Bowl,China,3.5,
2339,Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3,
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,
2127,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,
2440,Master Kong,Roasted Pork Noodle,Pack,China,4.5,
1079,Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5,
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4,
505,JML,Artificial Spicy Beef,Pack,China,3.5,
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,
2322,Sapporo Ichiban,Mie Kamayama Ramen Gyukotsu Misoaji,Bowl,Japan,3,
713,Nissin,Spoon-it Creamy Chicken,Pack,USA,4,
999,Pot Noodle,Tony's Doner Kebab,Cup,UK,1.5,
2158,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5,
2428,TTL,Sesame Oil Chicken With Rice Wine Noodle,Bowl,Taiwan,5,
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,
970,Annie Chun's,Noodle Express Spicy Szechuan,Tray,USA,2,
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,
1226,Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,
1125,Myojo,Japanese Style Noodles Shio Flavor,Pack,USA,5,
1329,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,
286,Myojo,Hyoubanya No Yakisoba Oriental,Tray,Japan,4,
1399,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,
2059,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,
40,Lucky Me!,Pancit Canton Chili Mansi,Pack,Philippines,3,
2145,Dream Kitchen,Tonkotsu,Cup,USA,3,
2417,Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,3.75,
2188,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,
120,Samyang,Beef,Pack,South Korea,4,
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,
564,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,
533,Paldo,Gomtang,Pack,South Korea,4.75,
179,Mama,Kimchi,Pack,Thailand,3,
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75,
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,
133,Baijia,Hot & Sour Rice Noodle,Pack,China,0,
2300,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4,
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5,
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5,
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,
1319,Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25,
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,
2485,Nissin,Cup Noodles Shrimps,Cup,Germany,3,
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,
1064,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,USA,4,
2357,Kamfen,Noodle King Artificial Wonton Soup Flavored,Bowl,Hong Kong,5,
2502,Indomie,Onion Chicken Flavor,Pack,Nigeria,1.5,
608,Koka,Spicy Black Pepper,Pack,Singapore,5,2012 #10
1156,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,
2118,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,
2187,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5,
347,Sunny Maid,Mi Chay Vegetarian,Pack,Taiwan,1.75,
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,
2204,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4,
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,
1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5,
938,Maruchan,Yakisoba Four Cheese,Tray,USA,3.75,
1204,Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5,
113,Nongshim,Hooroorook ,Pack,South Korea,4,
17,Quickchow,Pancit Palabok,Pack,Philippines,2.5,
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,3.5,
100,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
301,Dragonfly,Guilin Style Rice Vermicelli,Bowl,China,4.5,
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,5,
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,USA,3.75,
397,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,
67,Maruchan,Ramen Noodle Soup Lime Chili Shrimp,Pack,USA,2,
535,Wai Wai,Chicken Flavor,Pack,Thailand,0.9,
6,Vifon,Nam Vang,Pack,Vietnam,2.5,
2561,Paldo,Premium Gomtang,Pack,South Korea,4,
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,
49,Indomie,Mi Goreng Pedas Hot,Pack,Indonesia,4.5,
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,USA,3,
328,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,
2054,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25,
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,
634,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5,
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,
104,Maruchan,Ramen Noodle Soup Chicken,Pack,USA,2,
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,
1147,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,
166,Koyo,Garlic Pepper,Pack,USA,3.25,
1108,Chencun,Spicy Beef,Cup,China,3.5,
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5,
189,Nissin,Cup Noodles Manchurian,Cup,India,3,
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,
2435,Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,
1006,Amino,Barszcz czerwony (Borscht),Pack,Poland,4,
1378,Takamori Kosan,Yakisoba,Pack,Japan,5,
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,
1112,Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75,
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,
1085,Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,
1489,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,
1053,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,
438,Samyang,Beef,Bowl,South Korea,3.75,
2336,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante,Cup,Mexico,3,
454,Koyo,Asian Vegetable,Pack,USA,1.5,
203,Nongshim,Bowl Noodle Hot & Spicy,Bowl,USA,2,
1740,Master Kong,Braised Beef Noodle,Pack,China,4.25,
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,
200,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
2340,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,
263,Nissin,Chow Mein Kung Pao Chicken,Tray,USA,1.5,
675,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75,
2306,Nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,Hong Kong,4,
2236,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4,
730,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5,
2525,Sokensha,Curry Udon,Pack,Japan,3.5,
2375,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5,
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,
2415,Nissin,Kitsune Udon Donbei (West),Bowl,Japan,5,
183,Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,USA,2,
1095,Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,
1139,Asian Thai Foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75,
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,
2513,Pringles,Nissin Top Ramen Chicken Flavor Potato Crisps ,Can,USA,3.5,
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,USA,3.25,
12,Sapporo Ichiban,Shrimp Flavor,Pack,Japan,2.5,
2523,Nongshim,Budae Jjigae Noodle Soup,Pack,South Korea,4.5,
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,
1231,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,
1391,Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,
418,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,
800,Mr. Noodles,Chicken,Pack,Canada,3,
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,
2403,Goku-Uma,Yakisoba Japanese Style Noodle,Bowl,USA,4.75,
1170,Acecook,Jan Jan Yakisoba,Cup,Japan,3.75,
464,Mama,Vegetable,Pack,Thailand,3.25,
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,
1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,
391,Myojo,Hyoubanya No Chukasoba Oriental,Pack,Japan,4.25,2012 #6
2275,JML,Hot & Sour Beef Noodles,Pack,China,4,
1068,Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,USA,4.5,
480,Thai Kitchen,Mushroom Rice Noodle,Bowl,USA,3.25,
2057,Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75,
342,Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,
760,Nissin,Big Cup Noodles Roast Chicken,Cup,USA,3.25,
56,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1,
888,Yamachan,Nagasaki Sara Udon Chicken ,Pack,USA,4.25,
